product_id,product_line,product_name,cost,list_price
PROD008599,Sneakers,Product_8599_FNEFZ,331.25,416.27
PROD008600,Home & Kitchen,Product_8600_PXA4L,381.34,499.17
PROD008601,Grocery,Product_8601_5C1X5,131.61,166.66
PROD008602,Home & Kitchen,Product_8602_M04Z0,472.91,595.34
PROD008603,Cosmetics,Product_8603_6480F,233.16,293.01
PROD008604,Gardening,Product_8604_ISXNI,217.16,293.16
PROD008605,Sneakers,Product_8605_7XP0O,97.5,127.92
PROD008606,Toys,Product_8606_1ANRH,167.25,225.78
PROD008607,Clothing,Product_8607_PCYMM,65.85,88.9
PROD008608,Gardening,Product_8608_HUDFC,61.73,83.33
PROD008609,Clothing,Product_8609_AVNZN,361.93,488.61
PROD008610,Toys,Product_8610_6JEJF,153.54,207.27
PROD008611,Toys,Product_8611_SQVOD,388.2,508.68
PROD008612,Electronics,Product_8612_2CTUQ,166.5,218.4
PROD008613,Home & Kitchen,Product_8613_KZOXD,411.9,541.08
PROD008614,Health & Fitness,Product_8614_7IA30,125.59,153.44
PROD008615,Clothing,Product_8615_LIXPK,459.04,583.42
PROD008616,Gardening,Product_8616_9H1K0,121.8,164.42
PROD008617,Gardening,Product_8617_ROZ4P,395.15,509.5
PROD008618,Cosmetics,Product_8618_A4FEN,418.72,565.27
PROD008619,Toys,Product_8619_O1SNI,262.03,339.25
PROD008620,Toys,Product_8620_8151B,99.42,134.22
PROD008621,Gardening,Product_8621_7SFYS,178.21,240.58
PROD008622,Health & Fitness,Product_8622_3WG3A,173.26,217.34
PROD008623,Clothing,Product_8623_MWBEJ,163.17,199.98
PROD008624,Electronics,Product_8624_YYVX2,269.25,333.04
PROD008625,Automotive,Product_8625_5LIVZ,128.09,156.8
PROD008626,Health & Fitness,Product_8626_SSYXK,161.67,213.74
PROD008627,Health & Fitness,Product_8627_9NNQD,105.49,138.99
PROD008628,Home & Kitchen,Product_8628_OSLM1,65.82,86.77
PROD008629,Toys,Product_8629_NTEE3,56.5,73.99
PROD008630,Electronics,Product_8630_NVWBM,484.15,643
PROD008631,Electronics,Product_8631_BIGKR,387.67,485.32
PROD008632,Health & Fitness,Product_8632_UZMHH,153.81,207.65
PROD008633,Electronics,Product_8633_VPWCK,359.85,479.16
PROD008634,Toys,Product_8634_PKHQR,156.45,194.91
PROD008635,Health & Fitness,Product_8635_R9HCO,350.5,443.43
PROD008636,Health & Fitness,Product_8636_V4A8A,78.73,104.11
PROD008637,Automotive,Product_8637_YYJYT,67.1,90.59
PROD008638,Electronics,Product_8638_IV12Z,232.17,293.61
PROD008639,Home & Kitchen,Product_8639_DOV9J,84.21,105.53
PROD008640,Jewelry,Product_8640_PNX1U,206,277.59
PROD008641,Health & Fitness,Product_8641_PO6SQ,303.35,409.52
PROD008642,Health & Fitness,Product_8642_A3NZT,435.9,562.59
PROD008643,Home & Kitchen,Product_8643_2LPI3,347.28,436.15
PROD008644,Cosmetics,Product_8644_PR6Q6,361.44,460.85
PROD008645,Automotive,Product_8645_EBMDX,127.77,172.49
PROD008646,Automotive,Product_8646_L5UDN,467.49,631.1
PROD008647,Toys,Product_8647_PMHW0,80.1,107.81
PROD008648,Home & Kitchen,Product_8648_1SVPD,147.75,196.47
PROD008649,Electronics,Product_8649_A02KK,415.94,537.18
PROD008650,Gardening,Product_8650_HACKN,96.86,130.77
PROD008651,Office Supplies,Product_8651_OFVMZ,222.28,280.92
PROD008652,Home & Kitchen,Product_8652_H6OO4,276.35,354.51
PROD008653,Cosmetics,Product_8653_E4Y54,193.61,247.26
PROD008654,Electronics,Product_8654_5JXWN,365.47,466.27
PROD008655,Home & Kitchen,Product_8655_ELDMW,103.74,128.07
PROD008656,Toys,Product_8656_AEDK5,220.38,266.95
PROD008657,Home & Kitchen,Product_8657_NVAX7,419.7,542.24
PROD008658,Toys,Product_8658_1IL2W,429.12,579.31
PROD008659,Automotive,Product_8659_O96CO,454.57,613.67
PROD008660,Home & Kitchen,Product_8660_ZVLUD,486.87,641.8
PROD008661,Sneakers,Product_8661_BAL6V,277.91,360.95
PROD008662,Gardening,Product_8662_QSL93,218.22,294.59
PROD008663,Home & Kitchen,Product_8663_8M9DQ,347.92,461.01
PROD008664,Toys,Product_8664_ZJFRI,433.73,552.13
PROD008665,Snacks & Chocolates,Product_8665_WAVII,473.2,615.55
PROD008666,Toys,Product_8666_AJB8E,275,371.25
PROD008667,Clothing,Product_8667_JIYCW,298.09,360.81
PROD008668,Home & Kitchen,Product_8668_Y3C1I,357.58,482.73
PROD008669,Electronics,Product_8669_I7UX0,235.69,306.2
PROD008670,Home & Kitchen,Product_8670_1NV4Q,441.7,569.95
PROD008671,Health & Fitness,Product_8671_KU199,382.57,483.48
PROD008672,Toys,Product_8672_CGR5L,416.77,548.78
PROD008673,Electronics,Product_8673_A63KN,318.77,421.03
PROD008674,Sneakers,Product_8674_H6LM1,233.49,304.2
PROD008675,Automotive,Product_8675_71PHU,287.17,364.01
PROD008676,Toys,Product_8676_PQES6,181.65,241.62
PROD008677,Office Supplies,Product_8677_E9MXO,319.78,431.7
PROD008678,Toys,Product_8678_K0UYV,420.19,567.25
PROD008679,Cosmetics,Product_8679_B4X4F,297.43,378.44
PROD008680,Automotive,Product_8680_Z8ULW,254.39,322.85
PROD008681,Office Supplies,Product_8681_UCWKA,130.67,170.78
PROD008682,Gardening,Product_8682_AQT5L,266.81,331.29
PROD008683,Toys,Product_8683_1RNX6,142.53,188.74
PROD008684,Electronics,Product_8684_HFKGI,63.14,80.29
PROD008685,Electronics,Product_8685_S5OND,372.25,470.61
PROD008686,Cosmetics,Product_8686_Q4JTA,344.07,464.49
PROD008687,Toys,Product_8687_YACRF,79.75,99.39
PROD008688,Cosmetics,Product_8688_9JDBI,463.28,617.15
PROD008689,Home & Kitchen,Product_8689_59P7W,230.59,278.95
PROD008690,Toys,Product_8690_8J0V5,411.48,555.5
PROD008691,Gardening,Product_8691_K3JBP,465.5,605.9
PROD008692,Clothing,Product_8692_7PTCO,393.99,484.6
PROD008693,Toys,Product_8693_7PIG8,106.51,138.39
PROD008694,Health & Fitness,Product_8694_ZUU6A,361.34,487.8
PROD008695,Pets,Product_8695_FNT71,379.86,471.55
PROD008696,Gardening,Product_8696_31TQQ,301.72,402.11
PROD008697,Automotive,Product_8697_T07LM,317.97,417.52
PROD008698,Toys,Product_8698_R91CK,356.59,453.16
PROD008699,Jewelry,Product_8699_74BKI,211.19,275.07
PROD008700,Cosmetics,Product_8700_W5C30,264.81,344.88
PROD008701,Clothing,Product_8701_QBM7S,230.14,277.03
PROD008702,Toys,Product_8702_DIHSY,419.41,527.57
PROD008703,Electronics,Product_8703_7TVHT,251.95,321.95
PROD008704,Health & Fitness,Product_8704_4IT3Z,308.97,417.11
PROD008705,Gardening,Product_8705_G6QDM,367.18,495.69
PROD008706,Toys,Product_8706_J7FWH,299.17,367.95
PROD008707,Health & Fitness,Product_8707_35N2Z,160.03,214.46
PROD008708,Electronics,Product_8708_3TZ3C,67.74,83.02
PROD008709,Health & Fitness,Product_8709_HNUM1,380.29,513.4
PROD008710,Clothing,Product_8710_OBAOS,176.25,232.51
PROD008711,Home & Kitchen,Product_8711_NJEGZ,498.48,642.89
PROD008712,Toys,Product_8712_JYVII,84.32,107.72
PROD008713,Electronics,Product_8713_9TLZ9,86.94,112.87
PROD008714,Cosmetics,Product_8714_V5MSK,247.16,312.32
PROD008715,Health & Fitness,Product_8715_AI839,214.41,275.21
PROD008716,Grocery,Product_8716_C10TK,461.29,572.87
PROD008717,Health & Fitness,Product_8717_SGAIM,282.2,374.21
PROD008718,Home & Kitchen,Product_8718_R3BSR,301.59,385.72
PROD008719,Home & Kitchen,Product_8719_ZHAS6,215.65,281.56
PROD008720,Toys,Product_8720_FQCA1,340.07,459.09
PROD008721,Toys,Product_8721_TTDMJ,57.64,76.8
PROD008722,Health & Fitness,Product_8722_SAE0A,357.16,448.58
PROD008723,Health & Fitness,Product_8723_DANL7,54.73,72.66
PROD008724,Home & Kitchen,Product_8724_1G5GZ,199.93,261.66
PROD008725,Automotive,Product_8725_4W2WK,362.29,435.47
PROD008726,Cosmetics,Product_8726_4HJRM,211.02,280.39
PROD008727,Home & Kitchen,Product_8727_JMLMX,374.84,487.82
PROD008728,Home & Kitchen,Product_8728_O5VT1,389.36,496.32
PROD008729,Home & Kitchen,Product_8729_DU6S9,226.99,302.91
PROD008730,Home & Kitchen,Product_8730_AAMWO,73.04,92.18
PROD008731,Toys,Product_8731_MZP7D,273.74,363.92
PROD008732,Electronics,Product_8732_1PEK4,98.31,132.72
PROD008733,Electronics,Product_8733_E8BAH,109.69,136.83
PROD008734,Home & Kitchen,Product_8734_DQDRR,420.89,558.34
PROD008735,Office Supplies,Product_8735_UPQ0F,313.53,368.45
PROD008736,Gardening,Product_8736_XL4NL,318.3,411.42
PROD008737,Electronics,Product_8737_M6ONK,344.86,451.97
PROD008738,Toys,Product_8738_59YQ4,433.49,515.29
PROD008739,Electronics,Product_8739_WJLAQ,129.56,164.9
PROD008740,Cosmetics,Product_8740_DULK2,161.24,209.1
PROD008741,Sneakers,Product_8741_GPMN5,228.44,290.99
PROD008742,Toys,Product_8742_SYIT5,186.54,233.09
PROD008743,Automotive,Product_8743_52PCO,159.42,213.95
PROD008744,Travel,Product_8744_EAYXR,373.26,458.03
PROD008745,Home & Kitchen,Product_8745_CJ0XR,356.12,469.8
PROD008746,Gardening,Product_8746_O3LRM,60.19,77.08
PROD008747,Gardening,Product_8747_MV2G0,289.76,375.76
PROD008748,Home & Kitchen,Product_8748_QU6S6,246.04,323.91
PROD008749,Health & Fitness,Product_8749_03GXR,446.95,603.39
PROD008750,Home & Kitchen,Product_8750_CE4GH,304.39,387.57
PROD008751,Electronics,Product_8751_8A307,181.25,225.18
PROD008752,Electronics,Product_8752_ZAYDZ,73.28,95.25
PROD008753,Automotive,Product_8753_HW0EI,129.24,168.06
PROD008754,Health & Fitness,Product_8754_86IVR,492.86,665.37
PROD008755,Office Supplies,Product_8755_0SLS5,319.98,431.98
PROD008756,Home & Kitchen,Product_8756_Q1NME,98.09,122.08
PROD008757,Grocery,Product_8757_1R1IO,320.9,427.53
PROD008758,Electronics,Product_8758_XXA9Q,249.25,327.14
PROD008759,Gardening,Product_8759_92BDT,310.19,418.76
PROD008760,Gaming,Product_8760_PUH1Z,383.53,476.65
PROD008761,Home & Kitchen,Product_8761_HXFHX,289.87,375.38
PROD008762,Gardening,Product_8762_XGRXA,158.55,214.05
PROD008763,Clothing,Product_8763_A62IM,242.58,290.2
PROD008764,Toys,Product_8764_GP7V5,387.05,477.9
PROD008765,Automotive,Product_8765_1N32M,284.45,378.09
PROD008766,Cosmetics,Product_8766_UJ9UV,381.49,469.08
PROD008767,Cosmetics,Product_8767_4A0XI,238.41,309.62
PROD008768,Toys,Product_8768_0RZBT,334.21,419.47
PROD008769,Home & Kitchen,Product_8769_V4I1O,218.1,285.89
PROD008770,Toys,Product_8770_V27VJ,332.48,448.84
PROD008771,Travel,Product_8771_ID4YY,96.94,122.64
PROD008772,Home & Kitchen,Product_8772_YCHD9,409.52,515.63
PROD008773,Home & Kitchen,Product_8773_5PVKL,323.44,436.64
PROD008774,Toys,Product_8774_BPPZI,379.18,472.44
PROD008775,Health & Fitness,Product_8775_I1JGV,297.53,366.32
PROD008776,Health & Fitness,Product_8776_6M7NF,404.14,506.47
PROD008777,Home & Kitchen,Product_8777_F5G44,194.18,256.91
PROD008778,Automotive,Product_8778_MMF61,194.64,244.43
PROD008779,Home & Kitchen,Product_8779_U4L3P,341.99,449.29
PROD008780,Cosmetics,Product_8780_7DC2V,347.55,462.28
PROD008781,Toys,Product_8781_D9U5R,441.63,566.22
PROD008782,Electronics,Product_8782_4GT53,309.26,395.58
PROD008783,Cosmetics,Product_8783_RTBBQ,202.64,262.48
PROD008784,Grocery,Product_8784_7JV4D,365.3,493.15
PROD008785,Toys,Product_8785_QAWQC,62.4,79.42
PROD008786,Gardening,Product_8786_BBCE2,300.51,390.1
PROD008787,Health & Fitness,Product_8787_NTGWK,184.1,248.53
PROD008788,Toys,Product_8788_WY607,399.52,539.35
PROD008789,Home & Kitchen,Product_8789_4KKLH,224.2,284.4
PROD008790,Home & Kitchen,Product_8790_GQ1E3,424.41,528.58
PROD008791,Electronics,Product_8791_XJOB0,324.42,435.72
PROD008792,Health & Fitness,Product_8792_H79K6,153.1,198.05
PROD008793,Gardening,Product_8793_7UP6W,243.15,328.26
PROD008794,Health & Fitness,Product_8794_VKQVQ,145.48,177.91
PROD008795,Toys,Product_8795_DS5VK,391.63,487.74
PROD008796,Toys,Product_8796_64N1X,494.52,642.41
PROD008797,Toys,Product_8797_3XDFN,441.08,575.41
PROD008798,Health & Fitness,Product_8798_F69PP,122.78,154.85
PROD008799,Toys,Product_8799_3XN9G,479.07,626.54
PROD008800,Health & Fitness,Product_8800_UCC70,100.35,135.18
PROD008801,Home & Kitchen,Product_8801_F3GYN,474.3,617.44
PROD008802,Grocery,Product_8802_I7RI0,350.77,472.11
PROD008803,Home & Kitchen,Product_8803_4CTZB,482.12,617.67
PROD008804,Home & Kitchen,Product_8804_ZKWB2,390.71,527.46
PROD008805,Jewelry,Product_8805_EYG2F,122.73,162.16
PROD008806,Clothing,Product_8806_V48GN,441.26,552.53
PROD008807,Toys,Product_8807_C5NH4,79.68,105.19
PROD008808,Snacks & Chocolates,Product_8808_MGINS,126.78,164.62
PROD008809,Health & Fitness,Product_8809_HFA32,471.05,615.9
PROD008810,Electronics,Product_8810_64UWY,396.6,514.79
PROD008811,Health & Fitness,Product_8811_CQXNO,192.54,244.44
PROD008812,Health & Fitness,Product_8812_LCSEQ,478.39,645.83
PROD008813,Toys,Product_8813_T1MZX,96.22,126.38
PROD008814,Automotive,Product_8814_04WL7,238.31,310.19
PROD008815,Office Supplies,Product_8815_3GVNK,234.86,290.9
PROD008816,Home & Kitchen,Product_8816_RGD6E,447.48,593.6
PROD008817,Cosmetics,Product_8817_ONP3J,122.42,148.27
PROD008818,Toys,Product_8818_HRX9Y,75.29,100.35
PROD008819,Music,Product_8819_2HOQF,353.19,439.77
PROD008820,Home & Kitchen,Product_8820_8RX15,232.5,289.92
PROD008821,Automotive,Product_8821_U623W,207.31,255.16
PROD008822,Gardening,Product_8822_DL1SE,81.72,110.32
PROD008823,Electronics,Product_8823_F63T4,370.94,500.76
PROD008824,Jewelry,Product_8824_0BOSS,139.29,176.99
PROD008825,Sneakers,Product_8825_XTK5A,140.87,183.91
PROD008826,Toys,Product_8826_E1ML5,467.8,619.52
PROD008827,Office Supplies,Product_8827_QBAUP,393.34,491.49
PROD008828,Toys,Product_8828_PL6F1,223.91,263.31
PROD008829,Health & Fitness,Product_8829_ZUZ1A,320.56,407.35
PROD008830,Home & Kitchen,Product_8830_8DP35,321.28,397.77
PROD008831,Music,Product_8831_ABS9K,225.82,286.38
PROD008832,Cosmetics,Product_8832_YPYNQ,209.41,273.25
PROD008833,Home & Kitchen,Product_8833_68ZBB,60.82,73.66
PROD008834,Toys,Product_8834_E64XG,476.88,614.2
PROD008835,Cosmetics,Product_8835_GR89L,190.78,246.43
PROD008836,Home & Kitchen,Product_8836_6LRJK,117.84,155.39
PROD008837,Electronics,Product_8837_WBQ7K,492.81,603.76
PROD008838,Home & Kitchen,Product_8838_A6Q5T,368.24,479.82
PROD008839,Books,Product_8839_A01CZ,241.65,316.33
PROD008840,Toys,Product_8840_J0YBY,157.76,204.43
PROD008841,Automotive,Product_8841_0FT83,101.92,135.06
PROD008842,Gardening,Product_8842_TBPHK,160.29,211.12
PROD008843,Gardening,Product_8843_QZ89C,344.41,423.89
PROD008844,Toys,Product_8844_RMQG5,301.32,404.99
PROD008845,Sneakers,Product_8845_2VIZ7,330.17,424.79
PROD008846,Toys,Product_8846_1ZCAZ,78.54,105.98
PROD008847,Health & Fitness,Product_8847_ZQ67S,80.31,104.98
PROD008848,Automotive,Product_8848_U7KRI,245.12,330.91
PROD008849,Toys,Product_8849_UZ47M,208.54,279.02
PROD008850,Health & Fitness,Product_8850_ZXQPT,460.38,577.08
PROD008851,Music,Product_8851_18XAF,182.81,230.55
PROD008852,Home & Kitchen,Product_8852_JPS8G,59.88,80.84
PROD008853,Toys,Product_8853_AFXIM,65.24,86.79
PROD008854,Sneakers,Product_8854_WT32Y,167.36,225.94
PROD008855,Music,Product_8855_0NTBS,50.67,63.19
PROD008856,Home & Kitchen,Product_8856_Y4A9A,148.74,189.61
PROD008857,Home & Kitchen,Product_8857_J78Z6,199.94,257.31
PROD008858,Snacks & Chocolates,Product_8858_F5TQ5,165.16,217.94
PROD008859,Health & Fitness,Product_8859_OSYX2,347.49,439.52
PROD008860,Electronics,Product_8860_YTQW0,89.57,120.31
PROD008861,Toys,Product_8861_7OWUG,146.57,192.12
PROD008862,Health & Fitness,Product_8862_C8S7I,136.45,178.85
PROD008863,Home & Kitchen,Product_8863_DTWTM,98.48,129.23
PROD008864,Toys,Product_8864_EKWOU,442,568.63
PROD008865,Gardening,Product_8865_96EX6,482.5,634.47
PROD008866,Toys,Product_8866_I6A8M,240.72,319.58
PROD008867,Toys,Product_8867_NWKD7,404.95,517.27
PROD008868,Toys,Product_8868_XXP7S,370.71,468.91
PROD008869,Clothing,Product_8869_YL5A5,117.81,152.26
PROD008870,Home & Kitchen,Product_8870_WUEET,86.9,112.36
PROD008871,Clothing,Product_8871_IA5WV,152.82,204.27
PROD008872,Gardening,Product_8872_4OCWU,435.35,557.07
PROD008873,Grocery,Product_8873_GNL8A,127.53,171.06
PROD008874,Cosmetics,Product_8874_FA877,71.78,96.91
PROD008875,Sneakers,Product_8875_EB71B,186.92,242.18
PROD008876,Home & Kitchen,Product_8876_X1W5K,372.3,487.53
PROD008877,Toys,Product_8877_WVD1X,428.96,574.95
PROD008878,Toys,Product_8878_JV4G6,337.44,455.55
PROD008879,Home & Kitchen,Product_8879_YAO5F,358.54,467.59
PROD008880,Office Supplies,Product_8880_FVTN9,311,394.13
PROD008881,Health & Fitness,Product_8881_U14SN,219.41,293.87
PROD008882,Music,Product_8882_IBGLV,266.95,346.08
PROD008883,Gardening,Product_8883_HI1ZN,170.93,215.56
PROD008884,Toys,Product_8884_ZKYRX,182.28,246.08
PROD008885,Toys,Product_8885_MQ6UA,81.68,107.18
PROD008886,Toys,Product_8886_RQAYQ,479.54,647.37
PROD008887,Toys,Product_8887_0OU5R,121.79,162.58
PROD008888,Toys,Product_8888_VMV14,156.09,202.59
PROD008889,Automotive,Product_8889_8F3IZ,483.24,650.79
PROD008890,Grocery,Product_8890_3XDDL,403.2,540.15
PROD008891,Toys,Product_8891_IDCPE,243.73,306.02
PROD008892,Gardening,Product_8892_EEVL1,136.41,181.95
PROD008893,Jewelry,Product_8893_6FWZM,391.95,529.13
PROD008894,Electronics,Product_8894_BMZ40,497.44,646.15
PROD008895,Home & Kitchen,Product_8895_NJSSK,242.58,324.91
PROD008896,Cosmetics,Product_8896_92FZS,133.6,180.36
PROD008897,Automotive,Product_8897_EE0MJ,455.88,587.23
PROD008898,Gardening,Product_8898_LWIOM,324.3,426.81
PROD008899,Health & Fitness,Product_8899_8G5LT,447.69,587.82
PROD008900,Automotive,Product_8900_2P9T4,469.31,613.14
PROD008901,Automotive,Product_8901_H0RRA,247.87,334.63
PROD008902,Home & Kitchen,Product_8902_0ZLUU,476.45,588.72
PROD008903,Toys,Product_8903_U9NCM,149.47,194.33
PROD008904,Gardening,Product_8904_I7X36,254.01,328.99
PROD008905,Home & Kitchen,Product_8905_FO7XD,173.13,224.44
PROD008906,Toys,Product_8906_QG5NI,374.35,470.39
PROD008907,Toys,Product_8907_DIB33,138.18,186.55
PROD008908,Home & Kitchen,Product_8908_WYOU2,216.99,289.42
PROD008909,Home & Kitchen,Product_8909_GCMH0,100.3,127.4
PROD008910,Grocery,Product_8910_FWC6Z,93.04,119.09
PROD008911,Health & Fitness,Product_8911_GCD10,120.03,150.13
PROD008912,Electronics,Product_8912_KF1BL,100.14,128.7
PROD008913,Home & Kitchen,Product_8913_CY0SN,445.98,586.73
PROD008914,Toys,Product_8914_RSB5J,311.68,386.63
PROD008915,Toys,Product_8915_BDEDQ,68.68,88.61
PROD008916,Toys,Product_8916_LWMZ9,480.7,648.95
PROD008917,Home & Kitchen,Product_8917_10X8W,196.91,241.06
PROD008918,Pets,Product_8918_06SUG,245.11,312.4
PROD008919,Health & Fitness,Product_8919_JRTGR,150.41,198.3
PROD008920,Clothing,Product_8920_610RR,490.9,572.69
PROD008921,Cosmetics,Product_8921_QFLX8,462.87,596.12
PROD008922,Health & Fitness,Product_8922_POE8N,300.63,372.3
PROD008923,Gardening,Product_8923_LO4E8,406.44,534.73
PROD008924,Office Supplies,Product_8924_68WNH,69.19,89.69
PROD008925,Clothing,Product_8925_9TJ09,159.78,203.56
PROD008926,Gardening,Product_8926_DP1B4,487.42,626.83
PROD008927,Gardening,Product_8927_C0BW0,282.19,363.1
PROD008928,Office Supplies,Product_8928_MXEV1,289.79,365.6
PROD008929,Electronics,Product_8929_F7HJL,53.08,71.66
PROD008930,Toys,Product_8930_ZLZZ0,281.48,380
PROD008931,Clothing,Product_8931_ZTA7P,232.62,277.65
PROD008932,Gardening,Product_8932_I4Q10,336.25,437.27
PROD008933,Sneakers,Product_8933_O82WP,133.08,179.66
PROD008934,Automotive,Product_8934_P0198,266.95,342.23
PROD008935,Gaming,Product_8935_PEDVF,208.49,280.92
PROD008936,Toys,Product_8936_1Z3IE,96.3,128.69
PROD008937,Toys,Product_8937_QQGWR,63.43,79.94
PROD008938,Gardening,Product_8938_YX42Y,119.65,155.22
PROD008939,Toys,Product_8939_S6AQY,322.96,420.66
PROD008940,Gardening,Product_8940_9ENW5,101.39,129.35
PROD008941,Electronics,Product_8941_T8734,84.8,112.33
PROD008942,Automotive,Product_8942_11LP8,332.52,444.65
PROD008943,Health & Fitness,Product_8943_R19U5,64.74,84.71
PROD008944,Sneakers,Product_8944_DA5VL,195.15,261.92
PROD008945,Automotive,Product_8945_83JK0,191.13,250.4
PROD008946,Toys,Product_8946_X4T67,157.07,204.48
PROD008947,Toys,Product_8947_26U2U,375.7,457.25
PROD008948,Toys,Product_8948_1NOC3,375.15,466.01
PROD008949,Automotive,Product_8949_5ZH6Z,94.32,127.34
PROD008950,Home & Kitchen,Product_8950_2F64Y,333.54,443.58
PROD008951,Home & Kitchen,Product_8951_1OZ6K,79.1,106.78
PROD008952,Toys,Product_8952_XWDIA,268.64,347.63
PROD008953,Clothing,Product_8953_FDDA1,194.83,263.03
PROD008954,Home & Kitchen,Product_8954_O335I,230.41,299.34
PROD008955,Health & Fitness,Product_8955_WC1VM,240.26,311.01
PROD008956,Automotive,Product_8956_IEUPL,171.22,209.4
PROD008957,Snacks & Chocolates,Product_8957_7B1U0,274,368.02
PROD008958,Toys,Product_8958_6SQDV,446.74,603.1
PROD008959,Toys,Product_8959_W1H0C,396.11,534.76
PROD008960,Snacks & Chocolates,Product_8960_8UPL3,238.02,310.48
PROD008961,Toys,Product_8961_I8L4N,212.47,269.55
PROD008962,Toys,Product_8962_XP1HM,373.75,484.85
PROD008963,Toys,Product_8963_QDHBS,485.19,644.71
PROD008964,Automotive,Product_8964_YJKPU,102.54,132.12
PROD008965,Sneakers,Product_8965_39Y5P,496.27,642.8
PROD008966,Toys,Product_8966_81MUC,388.84,506.35
PROD008967,Health & Fitness,Product_8967_JHXKA,113.22,147.79
PROD008968,Office Supplies,Product_8968_EXDK3,220.27,274.11
PROD008969,Gardening,Product_8969_KNY8D,205.41,270.17
PROD008970,Toys,Product_8970_I30Y0,96.56,122.06
PROD008971,Electronics,Product_8971_SSPC8,324.47,424.97
PROD008972,Electronics,Product_8972_J1JAD,116.09,142.68
PROD008973,Gaming,Product_8973_3GILR,448.74,605.79
PROD008974,Cosmetics,Product_8974_A2PQY,113.02,147.3
PROD008975,Clothing,Product_8975_MAWXF,336.82,435.55
PROD008976,Automotive,Product_8976_Z48J4,227.76,307.48
PROD008977,Home & Kitchen,Product_8977_EQRRT,59.81,79.47
PROD008978,Grocery,Product_8978_37XPS,431.19,555.38
PROD008979,Home & Kitchen,Product_8979_TA926,399.19,538.91
PROD008980,Office Supplies,Product_8980_0GLZ1,257.93,336.21
PROD008981,Music,Product_8981_5OOMO,363.43,472.45
PROD008982,Automotive,Product_8982_CXGW4,313.41,410.87
PROD008983,Toys,Product_8983_HM13G,409.37,552.65
PROD008984,Health & Fitness,Product_8984_R6AVI,347.94,426.05
PROD008985,Toys,Product_8985_VKSA4,65.98,89.07
PROD008986,Gaming,Product_8986_VQ42A,339.48,458.3
PROD008987,Clothing,Product_8987_5JPX5,487.68,628.96
PROD008988,Toys,Product_8988_IEZUL,146.33,187.57
PROD008989,Cosmetics,Product_8989_NEC5J,203.21,267.74
PROD008990,Toys,Product_8990_4PVRS,169.19,224.52
PROD008991,Clothing,Product_8991_ALG7N,125.82,169.86
PROD008992,Health & Fitness,Product_8992_IEEC4,481.13,625.58
PROD008993,Home & Kitchen,Product_8993_TBK1A,430.54,559.83
PROD008994,Home & Kitchen,Product_8994_ONUA0,312.9,375.91
PROD008995,Electronics,Product_8995_GLKXJ,323.68,413.93
PROD008996,Home & Kitchen,Product_8996_0A45U,364.54,492.13
PROD008997,Home & Kitchen,Product_8997_69MCP,89.24,118.76
PROD008998,Gardening,Product_8998_TMMJY,315.52,419.61
PROD008999,Home & Kitchen,Product_8999_E622J,197.84,253.93
PROD009000,Toys,Product_9000_YUXJH,234.14,299.13
PROD009001,Clothing,Product_9001_JGMLZ,174.31,232.07
PROD009002,Jewelry,Product_9002_4IVVS,257.1,339.22
PROD009003,Cosmetics,Product_9003_DRXJT,469.54,625.21
PROD009004,Clothing,Product_9004_UM392,451.4,591.17
PROD009005,Automotive,Product_9005_AJCWF,373.73,493.13
PROD009006,Health & Fitness,Product_9006_7TUY7,173.06,215.02
PROD009007,Automotive,Product_9007_70TU5,77.12,104.11
PROD009008,Home & Kitchen,Product_9008_EUDFQ,234.66,301.64
PROD009009,Grocery,Product_9009_8XMKW,155.59,204.06
PROD009010,Health & Fitness,Product_9010_2RZGM,423.36,509.98
PROD009011,Health & Fitness,Product_9011_8ACB1,490.18,625.77
PROD009012,Toys,Product_9012_MCXAD,490.67,641.75
PROD009013,Health & Fitness,Product_9013_ZEMY1,230.33,305.98
PROD009014,Gardening,Product_9014_73Y7E,454.09,552.04
PROD009015,Cosmetics,Product_9015_OWN7V,130.87,171.15
PROD009016,Toys,Product_9016_1AU2H,317.93,429.2
PROD009017,Home & Kitchen,Product_9017_BHJSR,85.45,113.07
PROD009018,Gardening,Product_9018_R3FW5,134.52,181.61
PROD009019,Toys,Product_9019_SC956,381.63,506.98
PROD009020,Electronics,Product_9020_PGTG8,238.59,305.84
PROD009021,Home & Kitchen,Product_9021_YZ28Y,347.1,450.04
PROD009022,Clothing,Product_9022_KDZHO,357.14,468.91
PROD009023,Grocery,Product_9023_PJ76E,51.07,68.11
PROD009024,Electronics,Product_9024_0YLQA,360.33,481.79
PROD009025,Cosmetics,Product_9025_616FL,260.56,335.5
PROD009026,Home & Kitchen,Product_9026_D60OK,299.72,385.61
PROD009027,Health & Fitness,Product_9027_MXBIZ,453.88,580.55
PROD009028,Automotive,Product_9028_RWV9M,126.37,156.06
PROD009029,Office Supplies,Product_9029_G17HX,130.3,175.77
PROD009030,Automotive,Product_9030_NV4Y3,456.96,616.89
PROD009031,Gardening,Product_9031_FZ2OW,288.42,371.56
PROD009032,Automotive,Product_9032_DK9LY,371.06,465.08
PROD009033,Home & Kitchen,Product_9033_2XTDG,341.91,454.03
PROD009034,Clothing,Product_9034_K4X96,145.17,193.51
PROD009035,Toys,Product_9035_DTGCU,317.11,394.72
